date,hour,ma_ck,title,weekday,title_new
2023-02-07,16.5,PLX,PLX: Quyết định v/v nghỉ việc hưởng chế độ hưu trí của ông Nguyễn Thanh Sơn - Phó TGĐ,Tuesday,quyết_định v v nghỉ_việc hưởng chế_độ hưu_trí nguyễn_thanh_sơn phó
2023-02-03,18.5,PLX,"Petrolimex thông qua phương án thoái vốn PG Bank, quy mô giao dịch tối thiểu 2.556 tỷ đồng",Friday,petrolimex thông_qua phương_án thoái vốn pg bank quy_mô giao_dịch tối_thiểu
2023-02-03,16.5,PLX,PLX: Nghị quyết HĐQT v/v thông qua phương án thoái vốn đầu tư tại PG Bank,Friday,nghị_quyết hđqt v v thông_qua phương_án thoái vốn đầu_tư pg
2023-02-01,0.0,PLX,"Hai nhà bán lẻ xăng dầu Petrolimex và PV Oil thu hơn 1.100 tỷ mỗi ngày trong quý 4, tồn kho trên 20.000 tỷ đồng cuối năm 2022",Wednesday,nhà bán_lẻ xăng dầu petrolimex pv oil thu hơn tồn_kho cuối
2023-01-31,17.4,PLX,PLX: Giải trình BCTC quý 4/2022 so với cùng kỳ năm trước,Tuesday,giải_trình bctc so cùng kỳ trước
2023-01-30,17.3,PLX,PLX: Đăng ký chào bán cổ phiếu,Monday,đăng_ký chào bán
2023-01-30,17.0,PLX,PLX: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-01-17,10.3,PLX,"PLX: Nghị quyết HĐQT v/v điều chỉnh, sửa đổi một số nội dung tại QĐ số 612/PLX-QĐ-HĐQT",Tuesday,nghị_quyết hđqt v v điều_chỉnh sửa_đổi một_số nội_dung qđ số qđ
2023-01-10,11.4,PLX,"Sau khi hạ chỉ tiêu lợi nhuận năm 2022, Petrolimex (PLX) bất ngờ báo lãi trước thuế quý 4 gần 1.500 tỷ",Tuesday,sau khi hạ chỉ tiêu bất_ngờ báo lãi thuế gần
2023-02-20,15.3,PMB,"PMB: 3.3.2023, ngày GDKHQ Đại hội đồng cổ đông thường niên năm 2023",Monday,đại_hội_đồng cổ_đông thường_niên
2023-02-15,10.5,PMB,PMB: CBTT ngày ĐKCC để thực hiện quyền tham dự ĐHĐCĐ thường niên năm 2023,Wednesday,cbtt thực_hiện quyền tham_dự đhđcđ thường_niên
2023-02-02,20.2,PMB,PMB: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-01-19,15.1,PMB,PMB: Nghị quyết HĐQT thông qua các chỉ tiêu kế hoạch SXKD năm 2023,Thursday,nghị_quyết hđqt thông_qua chỉ_tiêu kế_hoạch sxkd
2023-01-30,17.2,PMG,PMG: Báo cáo tiến độ khắc phục tình trạng chứng khoán bị kiểm soát,Monday,báo_cáo tiến_độ khắc_phục tình_trạng chứng_khoán bị kiểm_soát
2023-01-30,17.1,PMG,PMG: Giải trình KQKD HN và riêng quý 4/2022 so với cùng kỳ năm trước,Monday,giải_trình kqkd hn riêng so cùng kỳ trước
2023-01-13,16.5,PMG,PMG: Báo cáo tình hình quản trị công ty năm 2022,Friday,báo_cáo tình_hình quản_trị công_ty
2023-02-21,0.0,PNJ,"Vàng 24K đóng góp gần 40% tổng doanh thu, PNJ lãi ròng 302 tỷ trong tháng đầu năm",Tuesday,vàng đóng_góp gần lãi_ròng đầu
2023-02-09,16.4,PNJ,"PNJ thay đổi cơ cấu tổ chức, luân chuyển vị trí loạt lãnh đạo cấp cao",Thursday,thay_đổi cơ_cấu tổ_chức luân_chuyển vị_trí lãnh_đạo cấp cao
2023-02-08,16.4,PNJ,PNJ: Thông báo thay đổi nhân sự công ty,Wednesday,thông_báo thay_đổi nhân_sự
2023-02-08,13.4,PNJ,PNJ: Giao dịch 81.997.568 cp niêm yết bổ sung,Wednesday,giao_dịch cp niêm_yết
2023-02-08,11.2,PNJ,"PNJ: Thông qua hợp đồng, giao dịch với NCLQ NNB trong năm 2023",Wednesday,thông_qua hợp_đồng giao_dịch nclq nnb
2023-02-08,11.0,PNJ,PNJ: CBTT v/v nhận Giấy chứng nhận ĐKDN thay đổi lần thứ 35,Wednesday,cbtt v v nhận giấy chứng_nhận đkdn thay_đổi thứ
2023-02-03,17.4,PNJ,"PNJ: 7.2.2023, niêm yết bổ sung 81.997.568 cp",Friday,niêm_yết bổ_sung
2023-01-31,16.2,PNJ,PNJ: Sửa đổi Khoản 2 Điều 14 Điều lệ tổ chức và hoạt động do vốn điều lệ tăng,Tuesday,sửa_đổi khoản điều điều_lệ tổ_chức hoạt_động vốn điều_lệ tăng
2023-01-31,15.3,PNJ,PNJ: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-01-31,8.0,PNJ,"Đẩy mạnh tích trữ tồn kho trước khi giá vàng tăng mạnh, cổ phiếu PNJ về vùng đỉnh dịp Vía Thần Tài",Tuesday,đẩy mạnh tích_trữ tồn_kho khi giá vàng tăng mạnh cổ_phiếu vùng đỉnh dịp vía
2023-01-20,19.0,PNJ,"PNJ lãi kỷ lục trong năm 2022, doanh thu vàng 24K tăng 75%",Sunday,lãi kỷ_lục vàng tăng
2023-01-13,17.0,PNJ,PNJ: CBTT v/v nhận Giấy chứng nhận ĐKDN thay đổi lần thứ 34,Friday,cbtt v v nhận giấy chứng_nhận đkdn thay_đổi thứ
2023-01-13,15.4,PNJ,PNJ: Số lượng cổ phiếu có quyền biểu quyết đang lưu hành là 327.999.629 cp,Friday,số_lượng cổ_phiếu có quyền biểu_quyết đang lưu_hành là
2023-02-22,0.0,POM,"Giá thép thế giới nóng lên từng ngày, vì sao cổ phiếu thép chững lại?",Wednesday,giá thép thế_giới nóng lên từng vì_sao cổ_phiếu thép chững lại
2023-02-13,20.2,POM,"Ngành thép được nhận định đã qua cơn bĩ cực, Pomina (POM) có tân Chủ tịch mới",Monday,ngành thép được nhận_định đã qua cơn bĩ_cực pomina có tân chủ_tịch mới
2023-02-10,15.2,POM,POM: Nghị quyết HĐQT v/v phân công lại chức vụ trong HĐQT,Friday,nghị_quyết hđqt v v phân_công lại chức_vụ
2023-02-02,12.5,POM,"Pomina (POM) báo lỗ nặng nhất ngành thép năm 2022, chị gái Chủ tịch HĐQT muốn thoái sạch vốn",Thursday,pomina báo lỗ nặng nhất ngành thép chủ_tịch hđqt muốn thoái sạch vốn
2023-02-01,17.4,POM,POM: Chị ông Đỗ Tiến Sĩ - CT.HĐQT đăng ký bán 2.486.118 cp,Wednesday,đỗ tiến_sĩ ct hđqt đăng_ký bán
2023-02-01,10.3,POM,"Thêm Pomina báo lỗ, một năm đầy khó khăn với ngành thép",Wednesday,thêm pomina báo lỗ đầy khó_khăn ngành thép
2023-02-01,8.1,POM,"Giảm khoảng 45.000 tỷ từ mức kỷ lục giữa năm 2022, tồn kho ngành thép xuống mức thấp nhất trong vòng 7 quý",Wednesday,giảm khoảng mức kỷ_lục ngành thép xuống mức thấp nhất vòng
2023-01-31,17.4,POM,POM: Giải trình chênh lệch KQKD quý 4/2022 so với cùng kỳ năm trước,Tuesday,giải_trình chênh_lệch kqkd so cùng kỳ trước
2023-01-31,16.2,POM,POM: Công ty TNHH TM & SX Thép Việt đã mua 600.000 cp,Tuesday,công_ty tnhh tm sx thép việt đã mua
2023-01-30,16.3,POM,POM: Chị ông Đỗ Tiến Sĩ - CT.HĐQT đăng ký bán 4.588.103 cp,Monday,đỗ tiến_sĩ ct hđqt đăng_ký bán
2023-01-16,14.5,POM,POM: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-01-11,16.1,POM,POM: Công ty TNHH TM & SX Thép Việt đăng ký mua 800.000 cp,Wednesday,công_ty tnhh tm sx thép việt đăng_ký mua
2023-02-16,14.1,POW,PV Power (POW) ước doanh thu tháng 1/2023 không đạt kế hoạch,Thursday,pv power ước doanh_thu kế_hoạch
2023-02-14,10.0,POW,POW: Nghị quyết HĐQT v/v thông qua kế hoạch tổ chức ĐHĐCĐ thường niên năm 2023,Tuesday,nghị_quyết hđqt v v thông_qua kế_hoạch tổ_chức đhđcđ thường_niên
2023-01-31,14.4,POW,"PV Power (POW) báo lãi quý 4 cao gấp 39 lần cùng kỳ, lợi nhuận cả năm 2022 bỏ xa kế hoạch",Tuesday,pv power báo lãi cao gấp kỳ lợi_nhuận
2023-01-30,17.3,POW,POW: Giải trình BCTC quý 4/2022 so với cùng kỳ năm trước,Monday,giải_trình bctc so cùng kỳ trước
2023-01-30,17.2,POW,POW: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-01-12,15.0,POW,Phó TGĐ PV Power Nguyễn Duy Giang: Tổng công ty ước tính vượt 18% kế hoạch doanh thu và 37% kế hoạch lợi nhuận năm 2022,Thursday,tgđ pv power nguyễn_duy_giang tổng_công_ty ước_tính vượt kế_hoạch doanh_thu kế_hoạch lợi_nhuận
2023-01-16,17.2,PPC,PPC: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-02-20,9.5,PRT,PRT: Tài liệu họp Đại hội đồng cổ đông,Monday,tài_liệu họp đại_hội_đồng
2023-02-13,17.5,PRT,PRT: Thông báo nộp tiền sử dụng đất theo bản án của Tòa án,Monday,thông_báo nộp tiền sử_dụng đất theo bản_án
2023-01-31,23.4,PRT,PRT: Đính chính Báo cáo quản trị công ty năm 2022,Tuesday,đính_chính báo_cáo quản_trị công_ty
2023-01-30,23.4,PRT,PRT: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-01-18,13.0,PRT,"PRT: Nhận được bản án hình sự phúc thẩm đối với vụ án Vi phạm quy định về quản lý, sử dụng tài sản nhà nước gây thất thoát, lãng phí và tham ô tài sản",Wednesday,nhận được bản_án hình_sự phúc_thẩm đối_với vụ_án vi_phạm quy_định quản_lý sử_dụng tài_sản nhà_nước gây thất_thoát lãng_phí tham_ô
2023-01-17,8.0,PRT,PRT: 8.2.2023 ngày GDKHQ Tham dự Đại hội đồng cổ đông thường niên năm 2022,Tuesday,tham_dự đại_hội_đồng cổ_đông thường_niên
2023-01-10,10.5,PRT,PRT: Thông báo ngày ĐKCC dự kiến để tổ chức Đại hội đồng cổ đông thường niên năm 2022,Tuesday,thông_báo dự_kiến tổ_chức đại_hội_đồng cổ_đông thường_niên
2023-02-21,9.1,PSD,PSD: Nghị quyết HĐQT thông qua việc mua lại cổ phiếu ESOP,Tuesday,nghị_quyết hđqt thông_qua việc mua lại cổ_phiếu
2023-02-21,9.1,PSD,PSD: Thông báo về ngày đăng ký cuối cùng để thực hiện quyền tham dự ĐHĐCĐTN năm 2022,Tuesday,thông_báo cuối_cùng thực_hiện quyền tham_dự đhđcđtn
2023-02-21,9.1,PSD,PSD: Nghị quyết HĐQT về kế hoạch tổ chức ĐHĐCĐ TN 2023,Tuesday,nghị_quyết hđqt kế_hoạch tổ_chức đhđcđ
2023-02-17,0.0,PSD,"PSD: 27.2.2023, ngày GDKHQ trả cổ tức đợt 1/2022 (800 đ/cp)",Friday,trả cổ_tức
2023-02-13,15.0,PSD,PSD: Thông báo ngày đăng ký cuối cùng để thực hiện quyền nhận tạm ứng cổ tức đợt 1 năm 2022,Monday,thông_báo cuối_cùng thực_hiện quyền nhận tạm_ứng cổ_tức đợt
2023-01-18,9.5,PSD,PSD: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-01-17,11.0,PSD,"PSD: Ngày 30/01/2023, giao dịch đầu tiên 9.204.786 cổ phiếu niêm yết bổ sung",Tuesday,đầu_tiên cổ_phiếu niêm_yết
2023-01-17,15.5,PTE,PTE: Báo cáo quản trị công ty năm 2022,Tuesday,báo_cáo quản_trị công_ty
2023-01-11,16.0,PTE,PTE: Nghị quyết HĐQT thông qua các hợp đồng giao dịch với các đối tác năm 2023,Wednesday,nghị_quyết hđqt thông_qua hợp_đồng giao_dịch đối_tác
2023-02-03,16.5,PTL,PTL: Giải trình phương án khắc phục tình trạng chứng khoán bị cảnh báo,Friday,giải_trình phương_án khắc_phục tình_trạng chứng_khoán bị cảnh_báo
2023-02-01,16.0,PTL,PTL: Nghị quyết HĐQT v/v phát hành cổ phiếu riêng lẻ,Wednesday,nghị_quyết hđqt v v phát_hành cổ_phiếu
2023-01-31,15.5,PTL,PTL: Giải trình biến động kết quả kinh doanh HN quý 4/2022 so với quý 4/2021,Tuesday,giải_trình biến_động kết_quả kinh_doanh hn so
2023-01-18,16.4,PTL,PTL: Báo cáo tình hình quản trị công ty năm 2022,Wednesday,báo_cáo tình_hình quản_trị công_ty
2023-02-14,14.2,PVA,PVA: Bổ sung giải trình biến động lợi nhuận sau thuế Quý 4/2022 so với cùng kỳ năm trước,Tuesday,bổ_sung giải_trình biến_động lợi_nhuận sau thuế so cùng kỳ trước
2023-02-14,9.3,PVA,PVA: Quyết định về việc đưa vào diện cảnh báo,Tuesday,quyết_định việc đưa diện
2023-02-07,16.4,PVB,PVB: Báo cáo quản trị công ty năm 2022,Tuesday,báo_cáo quản_trị công_ty
2023-01-13,19.0,PVB,"Đem 40% tài sản đi gửi ngân hàng, một doanh nghiệp dầu khí lỗ quý thứ 3 liên tiếp",Saturday,đem tài_sản đi gửi ngân_hàng doanh_nghiệp dầu_khí lỗ thứ
2023-01-13,16.3,PVB,PVB: Xử phạt vi phạm hành chính,Friday,xử_phạt vi_phạm
2023-02-08,16.4,PVC,PVC: Bổ nhiệm ông Trương Đại Nghĩa - Chủ tịch HĐQT kiêm nhiệm giữ chức Chủ tịch HĐQT Công ty TNHH Dịch vụ Hóa chất Dầu khí,Wednesday,bổ_nhiệm trương đại_nghĩa chủ_tịch hđqt kiêm_nhiệm giữ chức chủ_tịch hđqt công_ty tnhh dịch_vụ hóa_chất
2023-02-01,23.1,PVC,PVC: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-02-24,0.0,PVD,"Chuỗi dự án khí - điện Lô B tiến thêm một bước quan trọng, triển vọng nào cho các cổ phiếu dầu khí?",Friday,chuỗi dự_án khí điện lô b tiến thêm bước quan_trọng triển_vọng cổ_phiếu
2023-02-15,11.2,PVD,"Khối ngoại mua ròng nghìn tỷ, có lãi trở lại sau 3 quý thua lỗ, khó khăn nhất đã qua với PV Drilling (PVD)?",Wednesday,khối ngoại mua có lãi trở_lại sau thua_lỗ khó_khăn nhất đã qua pv drilling
2023-02-08,0.0,PVD,"Các siêu cổ phiếu từng có thị giá cao “ngất ngưởng” hàng trăm nghìn đồng, giờ ra sao?",Wednesday,cổ_phiếu từng có thị_giá cao_ngất_ngưởng hàng giờ ra
2023-01-31,15.4,PVD,PVD: Giải trình BCTC quý 4/2022,Tuesday,giải_trình bctc
2023-01-31,14.4,PVD,"Sau 3 quý thua lỗ liên tiếp, PVD Drilling báo lãi 53 tỷ đồng trong quý 4/2022",Tuesday,sau thua_lỗ liên_tiếp drilling báo lãi
2023-01-19,14.2,PVD,PVD: Báo cáo tình hình quản trị công ty năm 2022,Thursday,báo_cáo tình_hình quản_trị công_ty
2023-02-01,15.2,PVE,PVE: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-02-03,10.2,PVG,PVG: Giải trình chênh lệch lợi nhuận trên Báo cáo tài chính Quý 4-2022,Friday,giải_trình chênh_lệch lợi_nhuận báo_cáo tài_chính
2023-01-27,15.1,PVG,PVG: Báo cáo quản trị công ty năm 2022,Friday,báo_cáo quản_trị công_ty
2023-02-03,11.4,PVH,PVH: Báo cáo quản trị công ty năm 2022,Friday,báo_cáo quản_trị công_ty
2023-02-10,16.3,PVR,"PVR: 27.2.2023, ngày GDKHQ Tham dự Đại hội đồng cổ đông thường niên năm 2023",Friday,tham_dự đại_hội_đồng cổ_đông thường_niên
2023-02-07,11.4,PVR,PVR: Thông báo ngày ĐKCC dự kiến để tổ chức Đại hội đồng cổ đông thường niên năm 2023,Tuesday,thông_báo dự_kiến tổ_chức đại_hội_đồng cổ_đông thường_niên
2023-01-16,18.0,PVR,PVR: Giải trình biến động lợi nhuận sau thuế Quý 4/2022 so với cùng kỳ năm trước,Monday,giải_trình biến_động lợi_nhuận sau thuế so cùng kỳ trước
2023-01-16,8.1,PVR,PVR: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-02-24,0.0,PVS,"Chuỗi dự án khí - điện Lô B tiến thêm một bước quan trọng, triển vọng nào cho các cổ phiếu dầu khí?",Friday,chuỗi dự_án khí điện lô b tiến thêm bước quan_trọng triển_vọng cổ_phiếu
2023-02-21,8.5,PVS,PVS: DELTA GLOBAL FINANCIAL HOLDINGS PRIVATE LIMITED đăng ký mua 150.000 CP,Tuesday,delta global financial holdings private limited đăng_ký mua
2023-02-21,8.5,PVS,PVS: Kiwoom Vietnam Tomorrow Securities Master Fund[Equity] đăng ký mua 200.000 CP,Tuesday,kiwoom vietnam tomorrow securities master fund equity đăng_ký mua
2023-02-14,15.0,PVS,"PVS báo lãi cao nhất 15 quý, nhóm VinaCapital muốn mua thêm 1,5 triệu cổ phiếu",Tuesday,báo lãi cao nhất nhóm vinacapital muốn mua thêm
2023-02-13,15.0,PVS,PVS: Công ty cổ phần Quản lý quỹ VinaCapital đăng ký mua 500.000 CP,Monday,công_ty cổ_phần quản_lý quỹ vinacapital đăng_ký mua
2023-02-13,13.3,PVS,PVS: Quỹ đầu tư Cổ phiếu tiếp cận thị trường Việt Nam đăng ký mua 1.000.000 CP,Monday,quỹ đầu_tư cổ_phiếu tiếp_cận thị_trường việt nam đăng_ký mua
2023-02-02,19.3,PVS,PVS: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-01-31,18.5,PVS,PVS: Nghị quyết Phê duyệt giải thể Công ty Liên doanh PTSC Ca Rong Do Ltd. và chấm dứt Dự án đầu tư ra nước ngoài,Tuesday,nghị_quyết phê_duyệt giải_thể công_ty liên_doanh ptsc ca rong ltd chấm_dứt dự_án đầu_tư ra
2023-01-18,11.0,PVS,"PTSC (PVS) ước lãi trước thuế quý 4/2022 gấp 3,5 lần cùng kỳ, cao nhất trong vòng 15 quý",Wednesday,ptsc ước lãi thuế gấp cùng kỳ cao nhất vòng
2023-02-27,14.3,PVT,PVT: Nghị quyết HĐQT v/v chốt danh sách cổ đông để thực hiện quyền tham dự ĐHĐCĐ TN 2023,Monday,nghị_quyết hđqt v v chốt danh_sách cổ_đông thực_hiện quyền tham_dự đhđcđ
2023-01-30,18.2,PVT,PVT: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-01-27,17.2,PVT,PVT: Giải trình BCTC quý 04.2022,Friday,giải_trình bctc
2023-02-24,15.3,PVV,PVV: Thông báo ngày ĐKCC dự kiến để tổ chức Đại hội đồng cổ đông thường niên năm 2023,Friday,thông_báo dự_kiến tổ_chức đại_hội_đồng cổ_đông thường_niên
2023-02-24,10.0,PVV,PVV: Ông Đinh Cảnh Tiến - Phó Chủ tịch HĐQT đăng ký mua 100.000 CP,Friday,đinh cảnh tiến chủ_tịch hđqt đăng_ký mua
2023-02-06,9.2,PVV,PVV: Bố sung thông tin Báo cáo quản trị công ty năm 2022,Monday,bố sung thông_tin báo_cáo quản_trị công_ty
2023-01-31,14.1,PVV,PVV: Công ty cố phần đầu tư SPX đăng ký mua 1.500.000 CP,Tuesday,công_ty cố phần đầu_tư spx đăng_ký mua
2023-01-19,22.2,PVV,PVV: Ông Trịnh Đức Phú - Chủ tịch HĐQT đính chính đẫ bán 500.000 CP,Thursday,trịnh đức phú chủ_tịch hđqt đính_chính đẫ bán
2023-01-18,16.4,PVV,PVV: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-01-18,14.4,PVV,PVV: Ông Trịnh Đức Phú - Chủ tịch HĐQT đã bán 445.000 CP,Wednesday,trịnh đức phú chủ_tịch hđqt đã bán
2023-01-18,13.5,PVV,PVV: Công ty cố phần đầu tư SPX đã mua 654.500 CP,Wednesday,công_ty cố phần đầu_tư spx đã mua
2023-01-11,10.4,PVV,PVV: Ông Đinh Cảnh Tiến - Phó Chủ tịch HĐQT chưa mua CP,Wednesday,đinh cảnh tiến chủ_tịch hđqt chưa mua
2023-01-11,10.4,PVV,PVV: Ông Phạm Đức Tuấn - Ủy viên HĐQT chưa mua CP,Wednesday,phạm đức tuấn ủy_viên hđqt chưa mua
2023-01-11,10.4,PVV,PVV: Em ông Phạm Đức Tuấn - Ủy viên HĐQT đã mua 48.300 CP,Wednesday,em phạm đức tuấn ủy_viên hđqt đã mua
2023-01-19,22.2,PVX,PVX: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-01-30,13.0,PVY,Lộ diện các doanh nghiệp lỗ lớn năm 2022,Monday,lộ diện doanh_nghiệp lỗ lớn
2023-01-18,13.1,PXA,PXA: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-01-31,18.3,PXI,"PXI: Quyết định sửa chữa, bổ sung Bản án sơ thẩm về tranh chấp hợp đồng xây dựng với CTCP Đầu tư và Xây lắp Dầu khí Sài Gòn",Tuesday,quyết_định sửa_chữa bổ_sung bản_án sơ_thẩm tranh_chấp hợp_đồng xây_dựng ctcp đầu_tư xây_lắp dầu_khí
2023-01-17,17.2,PXI,PXI: Báo cáo quản trị công ty năm 2022,Tuesday,báo_cáo quản_trị công_ty
2023-02-27,9.3,PXM,PXM: Thông báo ngày ĐKCC để tổ chức Đại hội đồng cổ đông thường niên 2023,Monday,thông_báo tổ_chức đại_hội_đồng cổ_đông
2023-01-11,16.2,PXM,PXM: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-01-31,11.0,PXS,PXS: Báo cáo quản trị công ty năm 2022,Tuesday,báo_cáo quản_trị công_ty
2023-01-12,8.1,PXT,PXT: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-01-30,18.2,QBS,QBS: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-01-19,17.2,QBS,QBS: Giải trình BCTC quý 4/2022 và báo cáo khắc phục tình trạng chứng khoán bị kiểm soát,Thursday,giải_trình bctc báo_cáo khắc_phục tình_trạng chứng_khoán bị kiểm_soát
2023-02-06,16.3,RCD,RCD: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-02-23,14.0,RDP,"RDP: 10.3.2023, ngày GDKHQ tổ chức ĐHĐCĐ thường niên năm 2023",Thursday,tổ_chức đhđcđ thường_niên
2023-02-21,15.2,RDP,RDP: Nghị quyết HĐQT v/v tổ chức họp ĐHĐCĐ thường niên 2023,Tuesday,nghị_quyết hđqt v v tổ_chức họp đhđcđ
2023-02-20,17.4,RDP,RDP: Nghị quyết HĐQT v/v triệu tập họp ĐHĐCĐ thường niên năm 2023,Monday,nghị_quyết hđqt v v triệu_tập họp đhđcđ thường_niên
2023-02-10,16.0,RDP,RDP: Nghị quyết HĐQT v/v điều chỉnh cổ phiếu chuyển nhượng,Friday,nghị_quyết hđqt v v điều_chỉnh cổ_phiếu
2023-02-08,18.0,RDP,RDP: Đính chính BCTC Cty mẹ quý 4/2022,Wednesday,đính_chính bctc cty mẹ
2023-01-30,18.1,RDP,"RDP: Giải trình, báo cáo tình hình khắc phục tình trạng chứng khoán bị cảnh báo quý 4/2022",Monday,giải_trình báo_cáo tình_hình khắc_phục tình_trạng chứng_khoán bị cảnh_báo
2023-01-30,18.1,RDP,RDP: Giải trình BCTC HN và Cty mẹ quý 4/2022 so với cùng kỳ năm trước,Monday,giải_trình bctc hn cty mẹ so cùng kỳ trước
2023-01-19,17.0,RDP,RDP: Báo cáo tình hình quản trị công ty năm 2022,Thursday,báo_cáo tình_hình quản_trị công_ty
2023-01-13,18.0,RDP,RDP: Giấy chứng nhận đăng ký hoạt động chi nhánh tại Nghệ An thay đổi lần thứ 2,Friday,giấy chứng_nhận đăng_ký hoạt_động chi_nhánh nghệ_an thứ
2023-02-22,13.5,RIC,Casino lớn nhất Quảng Ninh lỗ triền miên,Wednesday,lớn nhất quảng_ninh lỗ
2023-01-30,19.4,RIC,RIC: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-02-22,15.4,S12,S12: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-01-19,13.4,S27,"S27: Ông Phạm Anh Tuấn đã bán 23.700 CP, không còn là cổ đông lớn từ 13/01/2023",Thursday,phạm tuấn đã bán cp không_còn là cổ_đông lớn
2023-01-12,13.4,S27,S27: Cổ đông lớn Phạm Anh Tuấn đã bán 200CP,Thursday,cổ_đông lớn phạm tuấn đã bán
2023-01-12,13.4,S27,S27: Cổ đông lớn Phạm Anh Tuấn đã bán 1.100CP,Thursday,cổ_đông lớn phạm tuấn đã bán
2023-01-12,13.4,S27,S27: Cổ đông lớn Phạm Anh Tuấn đã bán 100CP,Thursday,cổ_đông lớn phạm tuấn đã bán
2023-01-12,13.4,S27,S27: Cổ đông lớn Pham Anh Tuấn đã bán 100CP,Thursday,cổ_đông lớn pham tuấn đã bán
2023-02-16,17.0,SAB,SAB: Giấy xác nhận v/v thay đổi nội dung đăng ký doanh nghiệp,Thursday,giấy xác_nhận v v thay_đổi nội_dung đăng_ký
2023-02-10,11.1,SAB,"Sabeco (SAB) muốn mua thêm cổ phần của 2 công ty đang thua lỗ trăm tỷ, nâng thành công ty con",Friday,sabeco muốn mua thêm cổ_phần công_ty đang thua_lỗ tỷ nâng thành_công_ty con
2023-02-09,10.5,SAB,SAB: QĐ v/v nâng tỷ lệ sở hữu của SABECO tại SABIBECO GROUP và SAIGON PACKAGING GROUP,Thursday,qđ v v nâng tỷ_lệ sở_hữu sabeco sabibeco group saigon packaging
2023-02-08,0.0,SAB,"Các siêu cổ phiếu từng có thị giá cao “ngất ngưởng” hàng trăm nghìn đồng, giờ ra sao?",Wednesday,cổ_phiếu từng có thị_giá cao_ngất_ngưởng hàng giờ ra
2023-02-06,0.1,SAB,"Top DN nhiều tiền, trả hết nợ vẫn còn hơn chục nghìn tỷ: Một công ty BĐS giá cổ phiếu chưa đầy 7.500 đồng, tiền ròng đem chia cho mỗi cổ phần nhận tới 6.400 đồng",Monday,dn nhiều tiền trả hết nợ vẫn còn hơn tỷ công_ty bđs giá cổ_phiếu chưa đầy đồng_tiền ròng đem chia cổ_phần nhận đồng
2023-02-03,19.0,SAB,"Hai “ông lớn” ngành bia Sabeco và Habeco đang 'đốt' bao nhiêu tiền cho quảng cáo, khuyến mại?",Sunday,lớn ngành bia sabeco habeco đang đốt bao_nhiêu tiền quảng_cáo
2023-02-03,13.2,SAB,"SAB: 24.3.2023, ngày GDKHQ để thực hiện quyền tham dự ĐHCĐ thường niên năm 2023",Friday,thực_hiện quyền tham_dự đhcđ thường_niên
2023-01-31,14.4,SAB,SAB: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-01-30,18.5,SAB,SAB: Tổ chức ĐHĐCĐ thường niên 2023,Monday,tổ_chức đhđcđ
2023-01-30,18.5,SAB,SAB: Giải trình BCTC riêng quý 04/2022,Monday,giải_trình bctc
2023-01-30,18.4,SAB,SAB: Giải trình BCTC hợp nhất quý 04/2022,Monday,giải_trình bctc hợp_nhất
2023-02-22,10.0,SAM,"Một công ty chứng khoán muốn bán 5,9 triệu cổ phiếu SAM Holdings (SAM) ngay vùng đáy",Wednesday,công_ty chứng_khoán muốn bán cổ_phiếu holdings vùng đáy
